log,class
SQL query executed: SELECT * FROM users. Database: user_db. Table: users_table.,Benign
Emergency patch applied to mitigate exploit. Vulnerability identified on web_service.,Benign
Request blocked due to suspicious parameters: param1=value1. Possible XSS injection attempt detected.,Cross-Site Scripting (XSS)
Process 12345 executed with parameters: param1=value1. Potential RCE detected from IP 192.168.1.1.,Benign
Remote code execution exploit on service web_service detected. Exploit attempt from IP 192.168.1.1.,Remote Code Execution (RCE)
User user1 clicked suspicious link: http://malicious.com. Phishing attempt detected and blocked.,Benign
Unauthorized access to table users_table detected. User: user1. Action: login.,Benign
User credentials submitted to untrusted domain malicious.com. Phishing attempt detected from IP 192.168.1.1.,Phishing and Credential Harvesting
Firewall blocked IP 192.168.1.1 for excessive requests. High traffic detected on web_service. Action: Mitigated.,Distributed Denial of Service (DDoS)
SSL certificate mismatch detected for domain malicious.com. Possible MITM attack attempt identified.,Man-in-the-Middle (MITM)
Request token mismatch detected for user user1. CSRF prevention triggered on action: login.,Cross-Site Request Forgery (CSRF)
User user1 from IP 192.168.1.1 failed to log in. Multiple failed attempts detected. Account may be locked soon. Error: kernel panic.,Benign
Session token replay detected for user user1. Risk of MITM attack identified and blocked.,Benign
File logfile.log accessed by user user1. Unauthorized access attempt identified and flagged.,Benign
User user1 added to admin group. Unexpected modification to group memberships detected.,Benign
Request blocked for file logfile.log in restricted path /usr/local/bin. Potential directory traversal attempt.,Benign
"Access granted to restricted resource resource1. User: user1, Device: USB1.",Benign
Shell command injection attempt detected: rm -rf /. IP 192.168.1.1. Possible RCE exploit.,SQL Injection
User user1 authentication failed: Access denied. IP: 192.168.1.1. Action: login.,Benign
HTTP POST request blocked due to missing token. Possible CSRF attack detected on endpoint http://malicious.com.,Cross-Site Request Forgery (CSRF)
Table users_table updated in database user_db. Query: SELECT * FROM users.,Benign
Request token mismatch detected for user user1. CSRF prevention triggered on action: login.,Cross-Site Request Forgery (CSRF)
Query execution failed: SELECT * FROM users. Database: user_db. Error: kernel panic.,Benign
Failed to initialize database connection. Error: connection failure. Application: malicious_app.,Benign
Failed to initialize database connection. Error: connection failure. Application: malicious_app.,Benign
Suspicious email detected with subject: Suspicious activity alert. Phishing attempt suspected. Sender: user1@example.com.,Phishing and Credential Harvesting
Sudo access denied for user user1. Privilege escalation attempt logged and blocked.,Privilege Escalation
Large data transfer detected to IP 192.168.1.1. Suspicious activity related to data exfiltration. File: logfile.log.,Data Exfiltration
Unauthorized attempt to execute privileged command: rm -rf /. User user1 flagged for review.,Privilege Escalation
Sudo access denied for user user1. Privilege escalation attempt logged and blocked.,Privilege Escalation
User user1 clicked suspicious link: http://malicious.com. Phishing attempt detected and blocked.,Benign
User user1 accessed confidential file logfile.log. Suspicious access to sensitive data detected.,Benign
Malware signature detected in file logfile.log. Quarantine action initiated. IP: 192.168.1.1.,Malware and Ransomware
Malware signature detected in file logfile.log. Quarantine action initiated. IP: 192.168.1.1.,Malware and Ransomware
Error loading module mod1. Error message: kernel panic. Action: login.,Benign
Malicious script executed from file logfile.log. Remote code execution attempt identified and blocked.,Privilege Escalation
SQL query executed: SELECT * FROM users. Database: user_db. Table: users_table.,Benign
Data leakage attempt on endpoint http://malicious.com. Data exfiltration detected. Action: Blocked.,Data Exfiltration
Request blocked due to suspicious parameters: param1=value1. Possible XSS injection attempt detected.,Cross-Site Scripting (XSS)
Suspicious SQL query detected: SELECT * FROM users. Potential injection attempt on http://malicious.com from IP 192.168.1.1. Database: user_db.,SQL Injection
Privilege escalation attempt detected for user user1. Unauthorized command executed: rm -rf /.,Privilege Escalation
High traffic detected from IP 192.168.1.1. Service web_service on server1 under threat of overload.,Distributed Denial of Service (DDoS)
Failed login attempt by user user1. Attempted using USB1. Error message: kernel panic.,Benign
Connection established with server server1 at IP 192.168.1.1. Protocol: HTTP.,Benign
Suspicious file path traversal attempt detected: /path/to/file. Possible directory traversal exploit detected.,Directory Traversal
Possible CSRF attack detected from IP 192.168.1.1. Invalid token detected for user user1 on action: login.,Cross-Site Request Forgery (CSRF)
SQL query executed: SELECT * FROM users. Database: user_db. Table: users_table.,Benign
Process 12345 executed with unauthorized privileges. Attempted escalation of user user1 rights.,Benign
Privilege escalation attempt detected for user user1. Action: login. Device: USB1.,Privilege Escalation
Redirect detected to untrusted domain malicious.com. User user1 potentially targeted by phishing attempt.,Phishing via Malicious Links
Connection intercepted from IP 192.168.1.1. Potential MITM attack detected on HTTP.,Man-in-the-Middle (MITM)
Unknown behavior detected in process 12345. Possible zero-day exploit detected.,Benign
"Access granted to restricted resource resource1. User: user1, Device: USB1.",Benign
SQL syntax error detected in query: SELECT * FROM users. Possible SQL injection attempt from IP 192.168.1.1.,SQL Injection
Sudo access denied for user user1. Privilege escalation attempt logged and blocked.,Privilege Escalation
Suspicious email detected with subject: Suspicious activity alert. Phishing attempt suspected. Sender: user1@example.com.,Phishing and Credential Harvesting
User user1 accessed restricted resource resource1. Potential insider threat detected.,Benign
Suspicious script detected in user input: malicious_script.sh. XSS attack attempt blocked on page http://malicious.com.,Cross-Site Scripting (XSS)
Untrusted code execution attempt detected from IP 192.168.1.1. Possible remote code execution (RCE) attack on web_service.,Remote Code Execution (RCE)
Suspicious activity on unpatched software version 1.0. Zero-day vulnerability exploited.,Zero-Day Exploit
Session token replay detected for user user1. Risk of MITM attack identified and blocked.,Benign
Malware signature detected in file logfile.log. Quarantine action initiated. IP: 192.168.1.1.,Malware and Ransomware
CSRF protection activated for endpoint http://malicious.com. Suspicious request from IP 192.168.1.1 logged.,Cross-Site Request Forgery (CSRF)
Insufficient permissions to access file logfile.log. Error message: kernel panic.,Benign
Privilege escalation attempt detected for user user1. Action: login. Device: USB1.,Privilege Escalation
Suspicious executable logfile.log uploaded by user user1. File flagged for potential malware risk.,Malware and Ransomware
Request blocked for file logfile.log in restricted path /usr/local/bin. Potential directory traversal attempt.,Benign
HTTP POST request blocked due to missing token. Possible CSRF attack detected on endpoint http://malicious.com.,Cross-Site Request Forgery (CSRF)
Unauthorized file encryption detected in directory /home/user1. Action: Blocked and quarantined.,Malware and Ransomware
High traffic detected on port 8080. Source IP: 192.168.1.1. Possible DDoS attack.,Distributed Denial of Service (DDoS)
Load balancer mitigated traffic surge on web_service. Connection attempts from IP 192.168.1.1 exceeded threshold.,Benign
User user1 accessed confidential file logfile.log. Suspicious access to sensitive data detected.,Benign
Unauthorized SSH login attempt from IP 192.168.1.1. Attempted user: user1. Action taken: login.,Brute Force Attack
Malware signature detected in file logfile.log. Quarantine action initiated. IP: 192.168.1.1.,Malware and Ransomware
Suspicious SQL query detected: SELECT * FROM users. Potential injection attempt on http://malicious.com from IP 192.168.1.1. Database: user_db.,SQL Injection
FTP transfer completed successfully from IP 192.168.1.1 to server2. File: logfile.log.,Benign
Ransomware activity detected on USB1. File encryption detected in /home/user1. Immediate action required.,Malware and Ransomware
SQL query executed: SELECT * FROM users. Database: user_db. Table: users_table.,Benign
User user1 attempted to disable security settings. Unauthorized action logged for review.,Benign
User user1 attempted to access phishing domain malicious.com. Access attempt blocked. IP: 192.168.1.1.,Benign
Device USB3 failed to initialize. Error message: kernel panic. Action: login.,Benign
User credentials submitted to untrusted domain malicious.com. Phishing attempt detected from IP 192.168.1.1.,Phishing and Credential Harvesting
Connection intercepted from IP 192.168.1.1. Potential MITM attack detected on HTTP.,Man-in-the-Middle (MITM)
